"rowNum","PC1","PC2"
1,-0.444165984528757,3.38138995541523
2,-0.349215728439585,2.50808632376026
3,-1.4360463093015,-2.84629927243083
4,-0.179255905986969,0.121796751764924
5,-0.382768696003627,-1.40655268866685
6,-0.934770850537744,-0.103185855361006
7,-1.50706839530376,-1.36370330098557
8,-0.431557942477481,3.21271179669907
9,-1.94526053642736,-0.894048183017693
10,-0.169557028835219,2.77768238510695
11,-0.62887761342752,-0.965141526538931
12,-1.11037082330834,1.62099585791157
13,-1.68326326184367,-0.955652640992535
14,-0.373428959772987,-1.56039352135834
15,-1.19196416044474,-1.05885941091711
16,-2.05492966302034,-0.996916837892286
17,-1.60908045714493,-0.268356847821692
18,-0.775907840681033,-0.511220872814191
19,-1.46863407747637,-0.16732046597217
20,-1.12961261912401,1.37617207967843
21,-0.937701084457033,-1.22716243669339
22,-1.50872194999421,-0.370892935779882
23,-0.61503817519637,-0.578221349386951
24,-1.33295565724309,-0.777941987091213
25,-0.507198719750328,-1.08118151458993
26,-0.105806983238741,-0.0264848938945462
27,-1.35016499791454,-0.549210061278782
28,-1.78148554469379,-0.18982511287188
29,-0.53263395194818,-0.721332890590731
30,-0.050581081766007,-1.51690016029654
31,-1.03650449806996,1.4924260064002
32,-1.11600918975982,1.65032038124576
33,-1.14433392752635,1.44625015564579
34,-0.970029031486292,1.43164325872592
35,-1.0765255551291,1.49184984063402
36,-2.17189336665336,-1.19187514481935
37,-1.91652659463589,0.122676328814832
38,-2.29838110566096,-0.762851308831276
39,-1.13054289408942,-1.21354966848235
40,-1.1339961306681,1.28881213381228
41,-2.65393183571134,-1.01422506487267
42,-2.87154203727008,-0.0978242846823854
43,-1.89291790945814,0.145313569510422
44,-1.99300510449576,-1.62113743917924
45,-2.27097946554009,-1.35707966000068
46,-1.00265922989071,1.36327998912266
47,-1.09041737815652,1.56373538161631
48,-0.97800352957881,-1.28180482543114
49,-0.997710891569663,-1.30399646665088
50,-1.00196947270916,1.27566805491328
51,-0.767997545169741,-1.26005720506877
52,-1.54128755613804,-0.593710068608723
53,-1.05126661924737,-1.06032446905784
54,-0.0784942431805358,-1.29080009651448
55,-2.07730101938259,-0.816573203409334
56,-1.06293918177465,-1.17899890963371
57,-0.868113457361308,-1.36310603910317
58,-1.13949103812334,-1.14498272432705
59,-0.964946735307789,-1.2715494478562
60,-1.10472881797958,-1.2916798139965
61,-1.30302526423063,-1.04538217376381
62,-1.15604424067415,-1.13116761764039
63,-0.750166869909975,-1.39414183913614
64,-1.12068654301847,-1.05828529622903
65,-1.28686175897491,-1.04025399439485
66,-1.24912431908898,-1.00287417863349
67,-1.26001663144201,-0.98718794828998
68,-1.22312012203909,-0.997872977177038
69,-1.28512718210472,-0.984329064991171
70,0.26676650640234,-0.598406323341228
71,-1.17455500803029,-0.125441439864292
72,-3.2227350199612,-1.93988265898227
73,-1.57298117623126,-0.506132125503349
74,-1.55676939353429,-0.541354554275148
75,-1.34384405901503,-0.243540836443616
76,-1.46555860041107,-0.400332525834358
77,-1.49188162982066,-0.22370694834081
78,-1.35082926041143,-0.386370651248108
79,-1.41489427021854,-0.223437309297544
80,-1.50964896726873,-0.427426162176123
81,-1.39983369821868,-0.263450233261223
82,-1.32500872267854,-0.237300250588809
83,-1.40707505575713,-0.270300533155966
84,-1.64496566865631,-1.91190348741854
85,-0.885917108163229,-1.21844610954075
86,-0.125429127384392,-2.61379705171412
87,-1.08598969228189,-1.15299948569683
88,-1.23537964469653,-1.04759978117121
89,-1.21116919113472,-1.06253842701754
90,-1.01627250346712,-2.31321244370705
91,-1.15017187621139,-1.23359101844445
92,-1.08984518607859,-1.08764190490106
93,-1.07586004622019,-1.21886518850483
94,-1.24063803095567,-1.1094796818966
95,-1.11678382299064,-1.06964684581862
96,-1.08347135220301,-1.08831418563933
97,-1.27556634704716,-1.1737642481778
98,-1.21906731055898,-1.13022532586276
99,-1.07502436256234,-1.06002224154269
100,-1.17693854910555,-1.16105118723852
101,-1.12590578171815,-1.17755206346007
102,-1.23007929295606,-1.11140455221546
103,-1.06383767102977,-1.10338484303753
104,-1.09371122717404,-1.07582735199144
105,-1.11161264185915,-1.16259538586122
106,-1.10851335333813,-1.0540337491991
107,-1.1749675992672,-1.01261972720368
108,-1.332620680497,-0.83269954316445
109,-2.40536492801777,0.164641921497013
110,-2.87154203727008,-0.0978242846823854
111,-0.839774762749276,-0.941689297355368
112,-0.990079853083382,-1.26864672350185
113,-0.0336322849741338,-1.73779289576269
114,-1.55587061126207,-0.253954535831921
115,-3.02572048837664,-1.3478705518614
116,-1.61981143776856,-0.763663152612758
117,-1.00265922989071,1.36327998912266
118,-0.832181230404036,-0.529943054097669
119,-2.1214980864515,-2.01080580569315
120,-1.4368536310038,-1.35887325747826
121,-1.23922009879225,-0.859233802917586
122,-0.501348462013577,0.664429932258063
123,-0.8465256431323,-0.5421554682889
124,-0.0912274477210232,-1.51007663176042
125,-1.12961261912401,1.37617207967843
126,-1.12961261912401,1.37617207967843
127,-1.11600918975982,1.65032038124576
128,-1.2565660083573,1.38906417023421
129,-1.12961261912401,1.37617207967843
130,-1.12961261912401,1.37617207967843
131,-1.12961261912401,1.37617207967843
132,-1.12961261912401,1.37617207967843
133,-1.15680481339125,1.28987732842868
134,-1.1099598270318,1.31508623184828
135,-1.12961261912401,1.37617207967843
136,-1.12961261912401,1.37617207967843
137,-0.970029031486292,1.43164325872592
138,-1.79439974978965,-0.902735290982542
139,-1.70740911293237,0.168278063796721
140,-1.69133893462849,0.554227570342656
141,0.686617196066123,-1.70080855912267
142,-1.05905333203737,-1.47818779135084
143,-1.00461101183181,-1.88521836016718
144,-2.39547266874477,-0.90662751348935
145,-2.21841580383271,-1.11593777667909
146,-2.0816502100657,-0.693802988305985
147,-2.21087457654079,-1.12577717603395
148,-1.95227960939143,-0.919199919524178
149,-1.88806495531841,-1.30771806823995
150,-1.46666364704601,-0.52609120699063
151,-1.37846111156929,-0.978553045149127
152,-0.447168404397718,-1.65059971588363
153,-2.43914311614453,-0.91492610550155
154,-0.800738741813225,-1.66093595722015
155,-0.186301075105303,-1.15529479457234
156,-2.5477861097902,-1.04685412977327
157,-0.0896443229041347,0.391050688850771
158,-1.38223898665141,-0.749824734037992
159,-2.68941282275737,-0.985516249312752
160,-2.68941282275737,-0.985516249312752
161,-0.178396801153805,-0.456861782719365
162,-1.94045099166254,-1.24812614813296
163,0.408845458358839,-2.63054951402897
164,-1.33168315360656,-1.39921816709747
165,-0.810722266900895,-1.74392539032726
166,-0.373428959772987,-1.56039352135834
167,0.00130663104272723,-1.59637574551145
168,0.590092682551322,-1.6894422417332
169,-2.65393183571134,-1.01422506487267
170,-0.5182997450261,0.168783319064996
171,-0.664261950753999,-0.93152925347173
172,-1.61883244321778,-1.08172720254177
173,-2.79592929395594,-0.0203910484658469
174,-1.1432424670446,-1.15468692326603
175,-2.85918701937973,-0.122897248509217
176,-1.00943955704344,-1.28941882016538
177,-0.315615370015628,-0.0122153866154358
178,-0.687431421579829,-1.60391572449525
179,-3.0325160028537,-0.863207922443739
180,-3.2525077022242,-0.226361681493961
181,-1.70739835476785,-1.28333691735693
182,6.2905393935395,0.0899536560877029
183,-2.89298249651878,-0.0439569821678558
184,0.0303504466534552,-1.66210069295595
185,-2.89298249651878,-0.0439569821678558
186,-2.19219489367448,-1.15653882199381
187,-3.11738446313414,-0.310816362832912
188,-2.74838883302648,-1.08231854433813
189,-2.25205361097609,-0.930348359520702
190,-1.97933924775258,-0.845243703907728
191,-2.28667375147301,-1.37555717523549
192,-2.60109114897729,-1.166123027792
193,-1.70646819586575,-1.0459281400172
194,-2.5330181976562,-1.34512617703983
195,-1.51027409715485,-3.05404981462978
196,-2.65096240325804,-0.467675552633604
197,-1.56134016592515,-2.98679854695471
198,-3.20641912340609,-0.77615377300182
199,-2.68532415184774,-0.994302148623318
200,0.0150334174224715,-1.60496433688984
201,-1.25722575841517,-0.812317574615718
202,-0.507995632664464,-1.40018258990208
203,-2.63187558618031,-1.0696961972768
204,-0.669294997068754,-1.42182593936645
205,-0.550516596702648,-1.91615441275818
206,-0.880082185344776,-1.58883315345932
207,0.122949158567002,-2.15214048083786
208,-1.07351323634211,1.11196244387752
209,-0.229387172467128,-1.61208494376925
210,-2.71399999749575,-0.937681566940923
211,0.786122317953804,-1.35345948575336
212,-0.807626200793457,-0.228305134442654
213,-0.474691427680724,-1.88399958360357
214,-1.31683459151419,-1.16120643904811
215,-0.783387561015709,-0.747747156594168
216,-1.2374101464185,-2.22411736888977
217,-1.1407918749842,-0.52218551352806
218,-0.74659204739297,-1.12003260770145
219,-1.62229237787049,-1.71854960518145
220,-0.841362893851615,-0.608089223530185
221,-0.428647398327817,-1.67104618559535
222,-1.31803303190612,-0.878081297960458
223,-0.4960210244616,-2.90857796197367
224,-4.19749455447919,1.54352709616926
225,-3.11962489791749,-1.61745865979302
226,0.367108447939468,-1.19966812327569
227,-0.403107388549565,-0.958887902487193
228,-0.364527697997605,-0.779573097186756
229,-1.42018243453072,-0.408622214604435
230,-0.514334960927469,-0.725794296124894
231,-0.428539509928736,-1.77047188174246
232,-1.58510902476011,-1.82675219562395
233,-1.12447217694165,-0.5563588590875
234,-0.609733853255593,-1.2195536671517
235,-0.322423901406632,-2.87449122943503
236,-6.69325223913609,-1.26349786955415
237,-2.00147814200062,-0.816485397204427
238,-1.2449657201087,-1.38769252287119
239,-0.0474376444952987,-1.51153269629075
240,-0.0337254416442686,-1.67271132380702
241,0.0387055648992898,-1.61463957421416
242,-0.0462569855460943,-1.52995758237042
243,-0.500810705209416,-0.710779832348603
244,-0.34669644857267,-0.375123926258567
245,-0.372730546662815,-0.402557488777118
246,-1.4015193283308,-1.08068603339456
247,-0.305281774895595,-0.381049974343632
248,-1.11203955466649,-1.56637892865588
249,-1.21565196510162,-1.54555249704344
250,-0.791841307411422,-1.48778710863157
251,-0.138529669819152,-0.839229258751338
252,-3.87011456198997,-1.35895340196577
253,-2.63092200518329,-1.15461173104351
254,-2.43889028272588,-1.14271806494666
255,-2.13279043047523,-0.659952124880249
256,-2.27851189925132,-1.34767496879594
257,-2.6070902439431,-1.26034704310504
258,-2.55785759320615,-1.29381926016816
259,-2.2563323194931,-1.37942169231175
260,-2.2563323194931,-1.37942169231175
261,-2.55785759320615,-1.29381926016816
262,-0.182525621918289,-0.27390189934486
263,0.0275078823803362,-0.855999604608736
264,-1.05305178457652,-0.125340894783799
265,0.115489221796972,-0.644424282440195
266,-0.779276629722998,-0.644822836532114
267,0.125573503408668,-0.411741151034742
268,-0.142153642625003,-0.772123145079284
269,-0.251018445416385,0.156697869119689
270,-0.336015985044488,-0.512339109037408
271,-0.208699065196018,-0.511923880984138
272,0.174185232902048,-0.432421194217643
273,-1.93185816341315,-0.641042528785307
274,-0.865491239923173,-0.508481806416226
275,-0.0118786591319953,-0.657633020400086
276,-0.324297369284666,-0.560184679430425
277,-0.328054899283906,-0.536034652238056
278,-0.301227432588092,-0.154458476174024
279,-0.250640242747733,-0.424148891866144
280,-0.306727955850325,-0.427752343220108
281,-0.303501809841143,-0.517638766620276
282,-0.227469563278047,-0.506121843838252
283,-0.216598466788523,-0.372187316858748
284,-0.761792945386998,-0.161922109050271
285,0.660352651390613,-0.617003866787494
286,-0.257563708691586,-0.491658722240093
287,-0.113515720613839,-0.216252272274055
288,-0.624288935156222,0.524929638071205
289,-1.12911511509817,-0.0875744318508378
290,-0.223851074209624,-0.709715229773126
291,-0.23689131245424,-0.0283461586059607
292,-0.0754893763592247,-0.292485863186829
293,-0.257513862767581,-0.0988489460239947
294,-0.222499465610276,-0.213419318012498
295,-0.0400998414227784,-0.0149233998510566
296,-1.08190935512627,0.386478208001696
297,-0.293982760981172,-0.160950410067351
298,-0.112719928064572,-0.286554427870728
299,-0.0125639323927942,-0.591262670094425
300,0.20425940139956,-0.247423074081449
301,0.287357785829913,-0.282560927022015
302,-0.00726184782918314,0.127655243615344
303,-0.0365036823083618,0.139513440653439
304,-0.0208054008769005,-0.529320988035643
305,-0.280633172815357,-0.486090993098075
306,-1.05997139347677,-0.061685378292818
307,-0.0966489183329001,-0.274325144458269
308,-0.105997069598185,-0.600015883738794
309,0.418706837875868,-0.0715691741499376
310,-0.87602279647901,-0.195164244124728
311,-0.573220642102126,-0.332156689918995
312,-0.214805221357562,-0.186838602164905
313,-0.528713590705746,-0.42241479040829
314,-0.110621797706102,-0.277461629968955
315,-0.579705021122494,-0.867229754896765
316,-0.0300532811336256,-0.293185860352526
317,-1.1219943487586,-0.496623511675339
318,-0.43560436757926,-0.485624629283576
319,-0.363053097450926,-0.496290050971032
320,-0.11714973793486,-0.161551703448499
321,-0.228738395948874,-0.809709667011123
322,-0.296814876368578,-0.646344298672876
323,-0.841125854598006,-0.382751249030097
324,-0.0730087747694847,-0.264054837646799
325,-0.11997719568452,-0.397650187455751
326,-0.986948951468519,-1.08206824526002
327,0.178460020550664,-0.766411899509537
328,-0.976385072183081,-1.08895324083536
329,-0.219970888106332,-0.381499880959277
330,-0.227594459679257,-0.344612324083896
331,-0.604820049261169,-0.215955283775796
332,-0.0712806008731333,-0.132065802962418
333,-0.678398372308847,0.00501424624945907
334,-0.514602607456701,-0.48714563855423
335,-0.0730087747694847,-0.264054837646799
336,0.00994319122701741,-0.669270712051025
337,-0.904161467441919,-1.1664938841731
338,-1.05633309159845,-1.06734094514884
339,-1.20768898864956,-0.889694867909026
340,-0.71042044487655,-1.62077076812488
341,-0.932745116341336,-1.16011967917813
342,-0.918569317157779,-1.44718618445548
343,-0.775235400161467,-1.1800780636086
344,-1.26408140356688,-0.998637904734397
345,-1.3818227207687,-2.80024157118269
346,-2.78649804133517,-1.05148314984784
347,-0.332482526726837,-1.59110360914356
348,-3.07802411113273,-0.0490501896866652
349,-0.5429122669616,-1.63104339446282
350,-1.43880004745045,-2.82551901444726
351,-3.07802411113273,-0.0490501896866652
352,-0.400761013121173,-1.66262380467498
353,-0.81273644325151,-1.36834394703537
354,-1.12199971297826,-1.05773113556017
355,-0.498001791153644,-1.25501846665175
356,-1.07847272789006,-0.959146287575507
357,-1.57347569690108,-2.77492845898611
358,-1.3585898584875,-1.74009905506767
359,-1.33826285466161,-1.01967240477851
360,-1.2108309640392,-1.02524984629638
361,-0.804601394063919,-1.37046353859345
362,-1.48248124180152,-1.35297018962234
363,-0.990545398255986,-0.694359436589919
364,-1.53723410070598,-1.57478193488132
365,-1.14532786643622,-1.48919294305114
366,-0.539319243171273,-0.56584511311745
367,-0.740734647534,0.00148040019353432
368,-0.904275042765538,0.117279786072025
369,-1.01706441613816,0.199859276342981
370,0.14914148513152,-0.349754457219898
371,0.612960201556874,-0.36783675249528
372,-0.782523595379122,-0.0241206952429276
373,-0.479526733565804,0.00241869718738467
374,0.199143273137254,-0.356020515148035
375,-0.51056223860418,-0.650591358285724
376,-0.695713091032204,-0.519113612394022
377,-0.0080155753458378,-0.51108746753894
378,-0.38756727080798,0.289317749567444
379,0.064014813836936,-0.556133941005189
380,-0.135415648507362,-0.719481064523206
381,-0.250320527196398,-0.506599468990198
382,-0.0791453279288163,0.121040401275425
383,-1.09842920133051,-0.138206200763596
384,-0.319482256801386,-0.505897400959714
385,-0.106330562485303,-0.735332310045541
386,0.122043105854365,-0.222549064268281
387,-0.565823970624342,-0.166135250521909
388,-0.0918567294434198,-0.216564551856231
389,0.161240329504855,-0.417332181937904
390,-0.278741817280341,-0.203551751989217
391,0.150230778690294,-0.218591065941512
392,-1.09932102868081,-0.102831528051283
393,-0.313257748317334,-0.487972694026213
394,-0.610234927513743,-0.355447874887442
395,0.0216364533742285,-0.423145295874927
396,-0.305934319306321,-0.316397967130109
397,0.169828066553262,-0.833862617117883
398,-0.0317209513586448,-0.575070194807198
399,-1.41172931041993,-0.556145469160445
400,-1.09842920133051,-0.138206200763596
401,-0.110462564181986,-0.109535524517747
402,-0.293982760981172,-0.160950410067351
403,-0.356703291703753,-0.295764137882028
404,0.18008142544138,-0.335382890588959
405,-1.1719263036733,-0.230269183854236
406,-0.0788156996591099,-0.563180864874335
407,-0.260188550940271,-0.529133301957345
408,-0.498594536972304,-0.102260683169455
409,-0.116598960886657,-0.201937322936979
410,-0.225957143081901,-0.37051741349492
411,-0.344814323278625,-0.584167812795413
412,-1.09842920133051,-0.138206200763596
413,-0.430329606208752,0.330735777208067
414,0.198749765376721,-0.427215502638331
415,0.528763546961776,-0.380814898620679
416,-1.09859688908361,0.518173678576545
417,-0.159209441215389,-0.28634807560217
418,-0.217714783818997,-0.769181150826666
419,-0.361743616428483,-0.808721099455581
420,-0.286852670565655,-0.57403379195224
421,-0.136714553049415,-0.500022768035054
422,-0.95927396336479,-0.893539861812004
423,0.0691724278310198,-0.590825592670266
424,-0.050360753254242,-0.35152542839032
425,-0.860512248178984,-0.490935101674688
426,-0.440409876048335,-0.437260921504962
427,0.131403685145906,-0.455015267918165
428,0.527041754072487,-0.659231402702436
429,-0.0603375635132667,-0.304858979947775
430,0.226591994277518,-0.331189863254063
431,-0.906629635849534,0.128360378330982
432,-0.183832712987075,-0.622883668870291
433,-0.704349506315991,-0.0788764227502284
434,-0.901861548378812,-0.716795462848492
435,0.617530270299383,-0.938740427306479
436,-0.175270970225607,-0.0548636684144435
437,-0.0325505727725286,-0.68866046485085
438,-0.129142437543773,-0.231553794249061
439,-0.363053097450926,-0.496290050971032
440,-0.237637102235115,0.212336531101154
441,-1.70430888563117,-0.419077530130648
442,-0.541298930750741,-0.568627594989102
443,-1.04897948362876,0.265302101454661
444,-0.295958716690367,-0.660001835496659
445,-0.528713590705746,-0.42241479040829
446,-0.110621797706102,-0.277461629968955
447,-0.272436754680129,-0.216137386443599
448,-0.528713590705746,-0.42241479040829
449,-0.110621797706102,-0.277461629968955
450,-0.736082865186116,-1.22801609142868
451,-0.75697363590918,-1.2811511784069
452,-0.41113276414172,-0.481958354505176
453,-0.027547997762144,-0.655912915337645
454,-0.570527802494777,-0.534330584587613
455,-0.532210828330907,-0.64233153616868
456,-0.291857531082516,-0.15954630037988
457,-0.455653340917626,-0.0219429889651675
458,-0.509599809870162,-0.586962658430438
459,-0.530992386192424,-0.582545103955672
460,-0.498536004908468,-0.602085786456477
461,-0.493908953962277,-0.444670380933047
462,-0.32965941479019,-0.0827053235907628
463,-0.281740180774913,-0.824904363364514
464,-0.113096666963671,-0.309267052602421
465,-0.743649655461928,-0.319520442829386
466,0.140223659616816,-0.426790114633884
467,-0.050360753254242,-0.35152542839032
468,-1.09931368691613,0.27799868363355
469,-0.456193570722839,-0.243046191735378
470,-0.249612078529687,-0.717639079938531
471,-0.452038588017032,-0.11710933097604
472,-0.0277975636091433,-0.661943891835845
473,-0.380883708516476,-0.0474236593363059
474,-0.483521309613954,-0.493850629673765
475,-0.209443542729644,-0.794273609929492
476,-0.229789009581924,-0.419718692989229
477,0.137813054958105,-0.455062119510532
478,-0.371244877335494,-0.207069175700347
479,-0.405557370374959,-0.251243928779564
480,-0.866939340361688,-0.44386259812912
481,-0.242313038082978,-0.557282003309661
482,-0.253485235523843,-0.283892360830474
483,-0.128127226595542,-0.497085181903231
484,0.136897084303368,-0.437717498719486
485,-0.404054171984722,-0.318610274140879
486,-0.30529576920776,-0.295057538747022
487,-0.0138039425653765,-0.76802256413643
488,-0.399190138921305,-0.550750241109452
489,-0.954195981939228,0.0279317638122216
490,-1.25080003689111,-1.52099137849514
491,-1.30465131585537,-1.60497894719655
492,-0.0975443676880649,-2.09420841004332
493,-0.64777236997914,-1.46433027056813
494,-0.275534103128849,-2.08275699222934
495,0.0474076383868998,-1.85998721130906
496,-0.583300846085535,-1.31529194611486
497,-0.516906548165487,-1.63067331858046
498,-1.44157405220174,-2.80460159757826
499,-1.26083731833684,-1.01298182714785
500,-0.30616870432093,-1.59084693069206
501,-2.78649804133517,-1.05148314984784
502,-0.729963923423154,-1.33909979224952
503,-1.22095572203951,-0.909590054172892
504,-3.12328076442117,-0.986004280386487
505,-1.33169068946907,-0.765936739547732
506,-1.60271232907851,-0.715829764685783
507,-0.142091007799548,-0.0181603623795255
508,-0.302775543585268,-0.300049429119276
509,-0.0400998414227784,-0.0149233998510566
510,-0.291500857732492,-0.584095966258059
511,-0.319228973457882,-0.335415850300226
512,-0.234346387023284,-0.728382863566618
513,-0.716589017371578,-0.0498278569724628
514,-0.729613620742177,-0.143206334471575
515,-0.295783354968041,-0.0738353843997537
516,-0.707060831917678,-0.0178973824220229
517,-0.72164794047766,-0.236879049100894
518,-0.194776935596399,-0.422251068815037
519,0.03724240752444,-0.692792535331347
520,-0.228738395948874,-0.809709667011123
521,-0.0730087747694847,-0.264054837646799
522,-0.721949998001476,-0.131066695582047
523,-0.682723907325306,0.0103068554330133
524,-0.275060662801686,-0.271971006091361
525,-0.764918536491592,-0.0388406715823106
526,-1.11860833503241,-1.03393818668638
527,-2.03867342892835,-2.67345399529602
528,-0.570146754128544,-1.56287835363574
529,-0.955456855206498,-1.27150440502231
530,-1.15115286439031,-1.15879517505116
531,-0.954500679869366,-1.2102208300516
532,-0.880276260055439,-1.46611635653947
533,-0.622806826630075,-1.03963791595867
534,-1.09584718239735,-1.6339025187239
535,-1.41028919301084,-0.836279295167842
536,-0.689730340766259,-1.07910108132134
537,-0.825058020709482,-0.980528861188888
538,-1.0302035652672,-1.26477135615204
539,-1.33048029217155,-0.359575999773822
540,-0.798287020210047,-1.11628065930351
541,-2.11703630572045,-1.07325824599339
542,0.396751250387769,-1.06855627022089
543,-1.6967335100016,0.0653141277025058
544,-2.64387165924171,-0.226850794828657
545,-0.347656109751555,-0.490918018608861
546,-1.59819025899488,0.958124403215948
547,-1.92444778379425,-1.44385411315636
548,-0.825587695000733,0.0809984975306067
549,-2.23674932490556,0.0464507702795917
550,-2.02842512881123,-0.747968903762182
551,-0.0789271097052813,0.386414906686169
552,-1.46204074536171,1.40601953686574
553,-0.143211595544027,0.506503643644818
554,-1.60006331789784,1.66385711915931
555,-1.66502069593048,0.963722215564956
556,-0.0789271097052813,0.386414906686169
557,-0.0789271097052813,0.386414906686169
558,-1.37307102585237,0.234945670853464
559,-1.46204074536171,1.40601953686574
560,-0.0789271097052813,0.386414906686169
561,-0.968370470689635,-2.16076161816264
562,-2.47695548800347,-1.80069955151909
563,-0.18919128279722,1.7011995365622
564,-2.30718368909825,-0.211092303145928
565,-1.33383919629079,-1.02012254687581
566,-1.10026669486207,-0.505012210551891
567,-1.74231139836367,-1.07400932029841
568,-1.56185581619643,-0.891749214715473
569,-2.11520136470847,-1.26083130384781
570,-1.48169173274338,-0.930180896609174
571,-1.57561025440449,-0.911454080597002
572,-1.81668898638696,-0.709865755223278
